NUTS_ID,wasp_raw_mean,wasp_raw_q25,wasp_raw_median,wasp_raw_q75,wasp_raw_count,hazard_raw
DE933,-0.034738438647680385,-0.04707451000948765,-0.024540443778202865,-0.009804552086890647,118,0.695
DE934,-0.035097887907996186,-0.04898093676343196,-0.025164320799112364,-0.011017385805665875,117,0.726
DE935,-0.034482868492672646,-0.04770034493082541,-0.027648178871615393,-0.01154657274003698,116,0.741
DEA5A,-0.03403054351700079,-0.04559527301746158,-0.024820073640653945,-0.01077264604847779,115,0.687
DEA5B,-0.03715900765534503,-0.04980814975954262,-0.028547395033801305,-0.011747220987303353,113,0.735
DE600,-0.03373713869530607,-0.04690047430145703,-0.02234953037971171,-0.011060668847131395,117,0.726
DE711,-0.03656635908540667,-0.0517902359210075,-0.025816537524918366,-0.011345938376161236,116,0.733
DE712,-0.03713266642521175,-0.048863923571828005,-0.02735824639685388,-0.012000601680105206,113,0.752
DE713,-0.03262345802547999,-0.04583354585479417,-0.024941613229990615,-0.008446066841603704,124,0.71
DE714,-0.03183219739442047,-0.044234487753419774,-0.021904050056093784,-0.009486593958873307,118,0.686
DE715,-0.03202552637873221,-0.040273673452513425,-0.024268222417659073,-0.008998716227899991,126,0.675
DEA5C,-0.028091092433978972,-0.04061494223306867,-0.022029441706305698,-0.01030268340677201,118,0.669
DEB11,-0.030354647946863034,-0.03862147566605354,-0.01951914008764508,-0.01016317345598448,114,0.675
DE936,-0.03429738116646912,-0.0458217114442267,-0.025689193320869354,-0.012186425979933704,117,0.752
DE80L,-0.03567876239055931,-0.04467151811381539,-0.027515744571412884,-0.012486926488716153,116,0.759
DE928,-0.0331848366064246,-0.042516978374898116,-0.02585337909381511,-0.010497115119123712,120,0.725
DE929,-0.03505200515935473,-0.04511803180609887,-0.026897586655486302,-0.011335484713316576,118,0.737
DE944,-0.03424007799480288,-0.04583688569056575,-0.024594741546663558,-0.013498497522674008,115,0.774
DE945,-0.03673333702827335,-0.04947791681137341,-0.030839429845747227,-0.013793161173523465,114,0.781
DE931,-0.03517825431861953,-0.04739064962016257,-0.02936303590609084,-0.011388153241968214,119,0.731
DE925,-0.03216123380218474,-0.041761286888445506,-0.026088494675307664,-0.01207098983853579,123,0.748
DE737,-0.03466662074818727,-0.04670125564829518,-0.02587477447397405,-0.009215523117408059,118,0.703
DE803,-0.03631809129589546,-0.0473469654428261,-0.026545055821006656,-0.011389637743882441,113,0.735
DE804,-0.03209697314397161,-0.04226839065835447,-0.0232294115348416,-0.009909639654456426,122,0.705
DE923,-0.0365549974146215,-0.046890557350894146,-0.025357069069202466,-0.011220804525200577,114,0.728
DE926,-0.03509011721580717,-0.04804983028535514,-0.02471534824956599,-0.012503394431398161,111,0.766
DE927,-0.03505608990397716,-0.043535176100037556,-0.023676993081510975,-0.011608951329394795,112,0.741
DE932,-0.03621741760079305,-0.04567702237027738,-0.02439492864075923,-0.011361760200730585,109,0.734
DE80J,-0.03649668139587141,-0.04969080806968323,-0.025253038874331467,-0.012280140668924385,113,0.761
DE94E,-0.037261606074578645,-0.050693735401200854,-0.027561576820413193,-0.012022906912466255,111,0.748
DE94F,-0.0337792314331399,-0.045789435553598226,-0.022725265912452542,-0.011527666524020718,114,0.728
DE94G,-0.03477349018407715,-0.04743285006826746,-0.0253612484392127,-0.011295799137634783,118,0.746
DEA59,-0.034047799416940056,-0.047215318109926,-0.02129559823590706,-0.010696570670753112,118,0.703
DE80K,-0.03146346307451833,-0.040547998249530606,-0.020882629820091925,-0.011072662739896056,116,0.716
DE94D,-0.03414703715855242,-0.047906837797980585,-0.02407418469688013,-0.01099788403680536,111,0.73
DE947,-0.03386275621125828,-0.046999713596304865,-0.02665976400121451,-0.010889251816393122,115,0.722
DE948,-0.03538852384129378,-0.048397576470054035,-0.02492078368231769,-0.011511874304993664,115,0.739
DE139,-0.032103472417754866,-0.04229357334587873,-0.022725302466335195,-0.010899909564577684,120,0.692
DE226,-0.030338902484833914,-0.043294856101449807,-0.025358272880946057,-0.010908210892714867,117,0.709
DE219,-0.029370016736380494,-0.041515808473786796,-0.023632577599941466,-0.01004095839654625,119,0.681
DE949,-0.029573066932569152,-0.04342416892879594,-0.02269246895466598,-0.011723732562724222,113,0.726
DE249,-0.026688326350087554,-0.03780447454944837,-0.01838497536059413,-0.009100951536269372,120,0.683
DE21A,-0.026913116736140434,-0.036977258865961454,-0.02056132632028497,-0.008605147535689125,119,0.689
DE21B,-0.030900268514878038,-0.04533009477303632,-0.02312783582097766,-0.010059066412575925,116,0.716
DE406,-0.031237542898642705,-0.03981869237432488,-0.02149161379701059,-0.010765007043762966,117,0.726
DE407,-0.026526152616716675,-0.036124277523430684,-0.01823245386389001,-0.010696680850322464,123,0.659
DE94A,-0.021781807404171186,-0.031996415032892925,-0.016890462608576406,-0.009561698940061019,120,0.658
DE94B,-0.023314519156930464,-0.03223526631913823,-0.017849079462248545,-0.008005786729145198,115,0.643
DE94C,-0.022611102161037334,-0.030689221317214844,-0.017785096103893516,-0.00832500494821152,122,0.664
DE227,-0.020565282463449838,-0.029964118603774285,-0.016854548839963436,-0.007627751582053157,118,0.644
DE228,-0.026526152616716675,-0.036124277523430684,-0.01823245386389001,-0.010696680850322464,123,0.659
DE135,-0.023602414459689264,-0.03142640214052499,-0.018708204710920075,-0.0092223535689548,118,0.669
DE136,-0.032051543441251946,-0.04000909532710761,-0.023023917425552584,-0.01072504806972528,122,0.73
DE214,-0.02896228426964863,-0.0387961277121017,-0.021401926753354866,-0.013533807074861551,119,0.782
DE236,-0.030688623341465406,-0.04375428906107853,-0.02273007047463678,-0.011478326642620173,118,0.737
DE237,-0.02592868962366069,-0.03491379924751144,-0.018847042824773903,-0.009441878016746055,119,0.647
DE137,-0.020575938364980575,-0.030069866534046155,-0.016287810300547337,-0.006059609982449336,113,0.619
DE21N,-0.02394663558950352,-0.031792533009003386,-0.017738950970068154,-0.009901956529242296,112,0.714
DE221,-0.023099993024772676,-0.031227301030802367,-0.017771824879848533,-0.007970857347892137,118,0.669
DE222,-0.027682230040240736,-0.03208129254847389,-0.019429737301808324,-0.0106321054764846,116,0.724
DE223,-0.0242204553700573,-0.031073551844044534,-0.019976604989555946,-0.010246564745581967,119,0.697
DE224,-0.029011104890780823,-0.03922019495011103,-0.022006180880032866,-0.010913911575519108,118,0.712
DE225,-0.027025959129436058,-0.03316216492182347,-0.020852330187882455,-0.010920202166696827,121,0.694
DE269,-0.023860745387089884,-0.033181553997624465,-0.018445046746695372,-0.008242845283275853,116,0.647
DE26A,-0.02452939254189185,-0.0328345444808958,-0.01817473151209398,-0.010897364628032697,113,0.726
DE218,-0.023725301480404696,-0.03252620870331546,-0.017418163060222404,-0.008713601187988989,114,0.632
DE93A,-0.024118195731454472,-0.033481561109681625,-0.019543944631079627,-0.0087773373399655,112,0.661
DE93B,-0.0367723165564703,-0.04861412308925854,-0.02529934561713329,-0.013486961337475581,109,0.826
DE941,-0.030275147240104675,-0.040564272027405604,-0.022860800757379694,-0.01095131868576785,111,0.739
DE942,-0.032867162099622906,-0.0390065982970364,-0.025041530665445892,-0.013021609131091872,114,0.789
DE943,-0.029734557741395773,-0.03637180223988516,-0.024507625137037362,-0.01186664652787749,119,0.748
DE111,-0.029124764707003262,-0.03528327662775106,-0.021839067748302188,-0.010648092910650438,118,0.712
DE215,-0.03655187729938948,-0.048934434086340656,-0.026444425888291757,-0.015234996479197994,117,0.812
DE216,-0.03532358108669987,-0.05216468217280354,-0.024629475487305378,-0.014167513038425061,112,0.795
DE217,-0.025456508317073027,-0.03282336404285703,-0.019898687482274753,-0.009141493286742138,121,0.678
DE913,-0.03164806637091625,-0.03986584041367627,-0.025604479651279016,-0.013165092928203411,122,0.77
DE912,-0.031033337578236102,-0.04164793867561126,-0.022794991178928747,-0.011186432503890432,112,0.723
DE138,-0.03331784064805209,-0.04366475846744804,-0.027329062261001843,-0.012806090398610073,121,0.777
DE24B,-0.03196993942530568,-0.04059444547954808,-0.023884142933766152,-0.012566337400166206,110,0.755
DE24C,-0.02828719851782186,-0.03739682062439932,-0.02438861092301651,-0.010251868960263292,123,0.715
DE25C,-0.03378717507201434,-0.04654581488560587,-0.0259924122155591,-0.013485748382483427,119,0.832
DE261,-0.030409326940870188,-0.039279644331880983,-0.022934510260121964,-0.011943322200299915,121,0.744
DE262,-0.027699323089123786,-0.03642222555278186,-0.022864882358723637,-0.009245788784988797,124,0.669
DE263,-0.033210238538935496,-0.043954010520403174,-0.028467589755247914,-0.015525662644334377,121,0.793
DE12C,-0.03349778798308674,-0.04465608057854513,-0.025798066903748015,-0.01258031953939818,121,0.76
DE238,-0.031337658769155445,-0.040444865582183076,-0.028110913789310854,-0.01257737828401008,116,0.759
DE239,-0.03352292011431385,-0.046452934124130235,-0.027011645512049966,-0.014113592470452579,121,0.76
DE268,-0.03079794616856274,-0.03930297445076317,-0.026567338348319126,-0.01315132745638994,118,0.763
DE279,-0.030296653686421128,-0.04083290885540057,-0.026545046736571515,-0.01228666489671931,121,0.752
DE252,-0.02963698224887982,-0.038063379816747525,-0.024230126307259073,-0.009978798957633145,126,0.698
DE253,-0.03149385218823907,-0.04080983196105814,-0.024953071162609072,-0.01222586007750322,121,0.752
DE911,-0.03173193458184621,-0.04074868100148377,-0.024045549805740182,-0.01112692016795818,126,0.73
DE229,-0.02833318705246368,-0.039979001616010965,-0.021090616981389004,-0.010991459306618375,127,0.717
DE264,-0.030242886965468212,-0.03875703536583645,-0.024496331409547344,-0.010369617062037114,126,0.706
