NUTS_ID,wasp_raw_mean,wasp_raw_q25,wasp_raw_median,wasp_raw_q75,wasp_raw_count,hazard_raw
RS110,-0.03430080591106781,-0.05178707059068007,-0.024044175343483194,-0.011617723746673627,117,0.709
RS121,-0.03409945796656253,-0.04848729288143521,-0.023773063778402485,-0.010286989635602385,111,0.703
RS122,-0.03572111982267051,-0.052130023084480594,-0.023411582845596766,-0.012803942610081243,110,0.736
RS123,-0.03765277599845445,-0.055070817100140376,-0.024223228462312073,-0.008524802119072791,112,0.661
RS124,-0.03484882935422391,-0.0488767620424035,-0.01830139386928251,-0.010274017294675709,115,0.678
RS125,-0.03545854574752281,-0.0498791850462321,-0.01993439406306601,-0.010049681065560487,114,0.64
RS126,-0.03745045754250265,-0.05066172472171686,-0.022763140030448454,-0.012652467980917804,108,0.722
RS127,-0.037049632305379124,-0.05383615968754671,-0.026509533581609186,-0.011871236216165478,110,0.709
RS211,-0.031828158450864626,-0.044384040300080224,-0.02436566046112489,-0.008774142352949507,121,0.686
RS212,-0.03143229422212697,-0.04716162879257016,-0.022577553107070058,-0.011556074847902071,122,0.672
RS213,-0.031912997863375994,-0.04886987216700832,-0.0212163427788601,-0.01046831471630018,121,0.678
RS214,-0.03144127434470684,-0.04392911451006941,-0.025700891358528502,-0.010511367288160755,119,0.697
RS215,-0.03576104171964777,-0.04932293199189609,-0.026743595181551123,-0.01212327272223029,113,0.717
RS216,-0.038091046379977615,-0.0520990351777437,-0.0319818555102115,-0.012151884062064194,113,0.735
RS217,-0.033748837801098816,-0.04615718163777649,-0.023451555931114535,-0.011524547014798877,119,0.689
RS218,-0.034375206902089284,-0.04856779020796388,-0.023197484749387445,-0.012777443738165892,116,0.707
RS221,-0.03765834477091511,-0.04954651365990291,-0.029695446206080535,-0.014073273803065037,114,0.754
RS222,-0.03474979880762351,-0.0460673000303365,-0.022659863727568435,-0.01185026958955108,117,0.701
RS223,-0.03902611249213952,-0.052776598850757306,-0.02956311912489038,-0.016586005251442357,112,0.786
RS224,-0.03580151068828941,-0.047060072441773376,-0.027694024577132933,-0.013022724807628637,110,0.736
RS225,-0.03581191140444858,-0.0486824719927402,-0.027350191496082484,-0.013848747183014584,109,0.752
RS226,-0.03940327303447092,-0.05251228464392187,-0.028957375814190646,-0.01470884547928673,111,0.775
RS227,-0.036030656397107404,-0.055167631149646554,-0.023069862544004602,-0.013183177691780635,112,0.75
RS228,-0.03851027939089133,-0.05089535012612822,-0.027959362440451392,-0.014552199634887223,105,0.781
RS229,-0.039673006204854026,-0.052060928858956655,-0.029729322227713274,-0.014470275702561809,110,0.773
