NUTS_ID,wasp_raw_mean,wasp_raw_q25,wasp_raw_median,wasp_raw_q75,wasp_raw_count,hazard_raw
AL031,-0.055013122178968074,-0.0783295880095134,-0.03845130772292096,-0.02001545415254528,108,0.787
AL032,-0.0642832988839627,-0.08840834118273708,-0.04093541142204756,-0.017578064752666246,101,0.752
AL035,-0.050100149795950025,-0.06610676723776866,-0.029531715300169768,-0.017237391716800308,104,0.798
AL022,-0.055422658005938125,-0.077073408803035,-0.04249158007003072,-0.019767504682764257,108,0.806
AL034,-0.05433889536313991,-0.07296663154321306,-0.033196378204360874,-0.018777544378132956,106,0.802
AL014,-0.04561935998792556,-0.060075960283811056,-0.03145119417410389,-0.014912949611226843,109,0.725
AL033,-0.05127587510097279,-0.0656569409984987,-0.03068265978823673,-0.017982474210683504,104,0.779
AL013,-0.051052526510796406,-0.06551160891750282,-0.03725769849055842,-0.015388292916640192,104,0.74
AL015,-0.05827154938841524,-0.07324538219774016,-0.041023769356035064,-0.019048893161204634,97,0.784
AL011,-0.04490369994917213,-0.057502261560514065,-0.03321137277588316,-0.012062665804461368,109,0.679
AL012,-0.04140443944299709,-0.050453358546614965,-0.030605393916081455,-0.014710968850458549,116,0.733
AL021,-0.05192134408178712,-0.07427644329309938,-0.04017990825259166,-0.014903065466137982,105,0.743
