NUTS_ID,wasp_raw_mean,wasp_raw_q25,wasp_raw_median,wasp_raw_q75,wasp_raw_count,hazard_raw
HR064,-0.03365652003273846,-0.045206617430396195,-0.026677925217660745,-0.014705158220058578,115,0.765
HR024,-0.03671068084246231,-0.05389683809794115,-0.02895028092132786,-0.014499028447661403,121,0.752
HR022,-0.035693954543864224,-0.05212662681478895,-0.02760735568813845,-0.011896480454512852,115,0.713
HR023,-0.035034380246660016,-0.046700376007740255,-0.02785992840034733,-0.014199011305245132,117,0.761
HR037,-0.039457768768906436,-0.05537668922109962,-0.03021745371648507,-0.014554842021974787,108,0.759
HR033,-0.03923503291674779,-0.05311577965306202,-0.027914701277121895,-0.01427187720524923,112,0.759
HR065,-0.04082422228914567,-0.05801128625222517,-0.027782085198616108,-0.0178407854182808,108,0.824
HR062,-0.032546683460852606,-0.04442665025595404,-0.0252697241892966,-0.013179783088120317,116,0.741
HR036,-0.03592686949424407,-0.043936497466997425,-0.0253072973663239,-0.016611994551500295,115,0.791
HR027,-0.03744137364402553,-0.0525408267876631,-0.02649009645529029,-0.01446935724468134,120,0.758
HR028,-0.04397913380004169,-0.06754446991943679,-0.029220766121035625,-0.01902684414884709,115,0.861
HR025,-0.04512018825607865,-0.0672222566103162,-0.03260709941386965,-0.019239037545006187,111,0.811
HR031,-0.03843650052804751,-0.05317574723849348,-0.02828520988323292,-0.012187869732488876,116,0.707
HR026,-0.036043193808814336,-0.047199771522112036,-0.02581204571639014,-0.016165643609043392,111,0.766
HR035,-0.04446002220283031,-0.06140119345922679,-0.037743329431202254,-0.015262871354220242,105,0.762
HR034,-0.0404559940434683,-0.05855168534591535,-0.02729495654398692,-0.0144365470494088,113,0.761
HR063,-0.03785149064726707,-0.04772230214964635,-0.02812858384138011,-0.013719877040969155,116,0.741
HR061,-0.03369300363095636,-0.045849005289952366,-0.023255406607439685,-0.012302859455230656,123,0.699
HR021,-0.03779056139958053,-0.05006743980165114,-0.02823794914278384,-0.015115542378380937,112,0.777
HR032,-0.03692100390168858,-0.04779593619573974,-0.02550921688273841,-0.01504961005744612,118,0.78
HR050,-0.033684583835680126,-0.04790787817658648,-0.02376666855432948,-0.012012211431086902,119,0.697
